Drug_ID,Target_ID,pair_id,Core5_Votes,Optional_Votes,Total_Votes_Optional7,Supporting_Models,graphdta_score,dtiam_score,drugban_score,deeppurpose_score,deepdtagan_score,moltrans_score,conplex_score,Drug_Name,Drug_Type,target_name,gene_name,uniprot_accession,organism,Predicted_Disease_TXGNN,Disease_Probability_TXGNN,Disease_Type_TXGNN
DB15646,BE0002372,DB15646|BE0002372,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5766,0.0071124965324997,0.9980818,8.0665,12.85883,,,Fasitibant,small molecule,Protein farnesyltransferase subunit beta,FNTB,P49356,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002371,DB15646|BE0002371,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.613,0.0055422550067305,0.9931492,8.5244,12.83053,,,Fasitibant,small molecule,Neuromedin-K receptor,TACR3,P29371,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002327,DB15646|BE0002327,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6075,0.00370370503515,0.96793336,8.0298,12.85141,9.867069e-07,,Fasitibant,small molecule,"Lipoyl synthase, mitochondrial",LIAS,O43766,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002322,DB15646|BE0002322,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6142,0.001629629638046,0.97496074,8.2672,12.87642,,,Fasitibant,small molecule,Retinol dehydrogenase 14,RDH14,Q9HBH5,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002309,DB15646|BE0002309,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6007,0.0037777780089527,0.9865052,8.1118,12.85219,0.00039103066,,Fasitibant,small molecule,Peroxisomal sarcosine oxidase,PIPOX,Q9P0Z9,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002258,DB15646|BE0002258,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4654,0.0065562836825847,0.99967396,8.1209,12.79994,,,Fasitibant,small molecule,Succinate receptor 1,SUCNR1,Q9BXA5,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002249,DB15646|BE0002249,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4816,0.0023703705519437,0.99760383,8.0561,12.92595,,,Fasitibant,small molecule,S-methylmethionine--homocysteine S-methyltransferase BHMT2,BHMT2,Q9H2M3,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002246,DB15646|BE0002246,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5579,0.0052987304516136,0.9864742,8.1935,12.88583,0.0001290006,,Fasitibant,small molecule,Acyl-CoA 6-desaturase,FADS2,O95864,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002228,DB15646|BE0002228,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6114,0.0041481526568531,0.9878641,8.1869,12.84037,,,Fasitibant,small molecule,Adenylosuccinate synthetase isozyme 2,ADSS2,P30520,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002217,DB15646|BE0002217,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4833,0.0042963065207004,0.98359525,8.1108,12.88627,9.797825e-05,,Fasitibant,small molecule,Egl nine homolog 1,EGLN1,Q9GZT9,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002211,DB15646|BE0002211,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6275,0.0060740769840776,0.9999479,8.1137,12.87396,,,Fasitibant,small molecule,Prolyl hydroxylase EGLN2,EGLN2,Q96KS0,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0002168,DB15646|BE0002168,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.631,0.0040000001899898,0.9821041,8.057,12.85371,0.0026019078,,Fasitibant,small molecule,Serine dehydratase-like,SDSL,Q96GA7,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001852,DB15646|BE0001852,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5762,0.0041482103988528,0.99983084,8.194,12.73325,0.00070465234,,Fasitibant,small molecule,Kinesin-like protein KIF11,KIF11,P52732,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001764,DB15646|BE0001764,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6605,0.0038148148451,0.9787315,8.1391,12.85469,,,Fasitibant,small molecule,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1,P42126,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001653,DB15646|BE0001653,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4814,0.0053333332762122,0.9929925,8.0492,12.81651,,,Fasitibant,small molecule,Carbonic anhydrase 12,CA12,O43570,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001637,DB15646|BE0001637,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6159,0.0030615527648478,0.99894136,8.2592,12.80758,,,Fasitibant,small molecule,Matrix metalloproteinase-16,MMP16,P51512,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001415,DB15646|BE0001415,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4901,0.003555569332093,0.9731151,8.0594,12.82663,4.4898506e-08,,Fasitibant,small molecule,Tubulin beta-3 chain,TUBB3,Q13509,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001391,DB15646|BE0001391,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4974,0.0054814820177853,0.9849785,8.2715,12.83211,,,Fasitibant,small molecule,Tubulin alpha-4A chain,TUBA4A,P68366,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001388,DB15646|BE0001388,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4797,0.0050370385870337,0.98730975,8.2593,12.83688,0.0016499463,,Fasitibant,small molecule,Tubulin alpha-1C chain,TUBA1C,Q9BQE3,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001165,DB15646|BE0001165,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.5931,0.1926871687173843,0.24313582,8.2518,12.82484,,,Fasitibant,small molecule,Endoplasmin,HSP90B1,P14625,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001158,DB15646|BE0001158,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.8938,0.1491309851408004,0.6607514,8.5016,12.86346,,,Fasitibant,small molecule,Gastrin/cholecystokinin type B receptor,CCKBR,P32239,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001057,DB15646|BE0001057,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6147,0.0060741337947547,0.986652,7.99,12.87931,,,Fasitibant,small molecule,"Solute carrier family 2, facilitated glucose transporter member 1",SLC2A1,P11166,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001056,DB15646|BE0001056,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6665,0.0031111114658415,0.99970764,8.0929,12.76295,2.528552e-06,,Fasitibant,small molecule,Hexokinase-4,GCK,P35557,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001035,DB15646|BE0001035,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5564,0.0029637920670211,0.99999774,8.055,12.84825,1.0503026e-05,,Fasitibant,small molecule,Protein-glutamine gamma-glutamyltransferase 2,TGM2,P21980,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001005,DB15646|BE0001005,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4785,0.0053333332762122,0.99785125,8.1467,12.84143,,,Fasitibant,small molecule,"Cytochrome b-c1 complex subunit 1, mitochondrial",UQCRC1,P31930,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0001002,DB15646|BE0001002,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5867,0.0042963013984262,0.9915686,8.181,12.8757,,,Fasitibant,small molecule,Amine oxidase [copper-containing] 3,AOC3,Q16853,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000988,DB15646|BE0000988,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4946,0.0151731465011835,0.9976526,8.1549,12.86263,3.1660065e-06,,Fasitibant,small molecule,Beta-secretase 1,BACE1,P56817,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000984,DB15646|BE0000984,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4766,0.0045926277525722,0.9942153,8.0917,12.84892,,,Fasitibant,small molecule,Transforming growth factor beta-1 proprotein,TGFB1,P01137,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000983,DB15646|BE0000983,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4928,0.0038518775254487,0.99664235,8.0731,12.8375,,,Fasitibant,small molecule,Inositol monophosphatase 2,IMPA2,O14732,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000952,DB15646|BE0000952,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7043,0.0045948009938001,0.97755504,8.2496,12.8215,,,Fasitibant,small molecule,Alpha-1-antitrypsin,SERPINA1,P01009,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000947,DB15646|BE0000947,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4956,0.0075560486875474,0.97813284,8.1164,12.86795,,,Fasitibant,small molecule,Pro-opiomelanocortin,POMC,P01189,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000945,DB15646|BE0000945,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.8064,0.0076298112981021,0.99863213,8.231,12.85258,,,Fasitibant,small molecule,5-hydroxytryptamine receptor 6,HTR6,P50406,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000940,DB15646|BE0000940,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7206,0.0040000001899898,0.9999629,8.2616,12.8331,,,Fasitibant,small molecule,Sodium- and chloride-dependent glycine transporter 1,SLC6A9,P48067,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000911,DB15646|BE0000911,4,0,4,DTIAM;DrugBAN;DeepPurpose;DeepDTAGen,12.4164,0.0387676507234573,0.9994271,8.1166,12.95023,9.376798e-06,,Fasitibant,small molecule,C-C chemokine receptor type 5,CCR5,P51681,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000888,DB15646|BE0000888,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7067,0.0049058399163186,0.9715064,8.1478,12.84595,1.4643014e-07,,Fasitibant,small molecule,Acyl-CoA (8-3)-desaturase,FADS1,O60427,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000792,DB15646|BE0000792,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7186,0.0023703714832663,0.9913195,8.144,12.84298,,,Fasitibant,small molecule,Estrogen receptor beta,ESR2,Q92731,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000742,DB15646|BE0000742,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.6314,0.0549257583916187,0.12680465,8.1755,12.79911,0.004988585,,Fasitibant,small molecule,DNA topoisomerase 2-alpha,TOP2A,P11388,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000741,DB15646|BE0000741,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5646,0.0063703702762722,0.9733523,8.1182,12.84441,,,Fasitibant,small molecule,Biliverdin reductase A,BLVRA,P53004,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000732,DB15646|BE0000732,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.5321,0.0441243276000022,0.23763946,8.0847,12.78915,,,Fasitibant,small molecule,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,P05023,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000702,DB15646|BE0000702,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.736,0.0014814815949648,0.9999763,8.151,12.84608,,,Fasitibant,small molecule,Acetyl-CoA carboxylase 2,ACACB,O00763,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000688,DB15646|BE0000688,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.571,0.0062963292002677,0.9792022,8.0607,12.87364,,,Fasitibant,small molecule,Free fatty acid receptor 1,FFAR1,O14842,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000623,DB15646|BE0000623,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6258,0.0051853731274604,0.9929032,8.0654,12.81167,1.6403981e-06,,Fasitibant,small molecule,Tyrosine-protein phosphatase non-receptor type 1,PTPN1,P18031,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000608,DB15646|BE0000608,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4877,0.0053341491147875,0.9990258,8.0601,12.83799,,,Fasitibant,small molecule,Putative hydrolase DDAH2,DDAH2,O95865,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000590,DB15646|BE0000590,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6631,0.0022222222760319,0.99844176,8.0603,12.8537,,,Fasitibant,small molecule,Integrin alpha-4,ITGA4,P13612,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000556,DB15646|BE0000556,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7469,0.003259259276092,0.97975475,8.1426,12.81658,8.378593e-06,,Fasitibant,small molecule,Atrial natriuretic peptide receptor 1,NPR1,P16066,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000551,DB15646|BE0000551,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.7343,0.0102560939267277,0.9820332,8.1288,12.85547,,,Fasitibant,small molecule,NADH-ubiquinone oxidoreductase chain 4,MT-ND4,P03905,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000475,DB15646|BE0000475,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4816,0.0051861307583749,0.98784965,8.2064,12.78675,,,Fasitibant,small molecule,Prostacyclin receptor,PTGIR,P43119,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000414,DB15646|BE0000414,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.494,0.004479001276195,0.98408926,8.1407,12.85675,,,Fasitibant,small molecule,Glycine receptor subunit alpha-3,GLRA3,O75311,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000411,DB15646|BE0000411,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6568,0.0097778486087918,0.98577625,8.061,12.8617,,,Fasitibant,small molecule,Neuronal acetylcholine receptor subunit alpha-10,CHRNA10,Q9GZZ6,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000402,DB15646|BE0000402,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.4883,0.2036661803722381,0.66550374,8.6422,12.84287,,,Fasitibant,small molecule,Cholecystokinin receptor type A,CCKAR,P32238,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000392,DB15646|BE0000392,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5594,0.0026666666381061,0.9743162,8.2592,12.86278,,,Fasitibant,small molecule,Kynureninase,KYNU,Q16719,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000344,DB15646|BE0000344,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5008,0.008444451726973,0.9756139,8.0766,12.84052,0.0081774695,,Fasitibant,small molecule,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,P05093,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000331,DB15646|BE0000331,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5829,0.0050370381213724,0.9972908,8.0467,12.85377,1.7461396e-05,,Fasitibant,small molecule,"Serine hydroxymethyltransferase, cytosolic",SHMT1,P34896,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000270,DB15646|BE0000270,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.4617,0.0514775961637496,0.9078682,8.2595,12.85983,,,Fasitibant,small molecule,Renin,REN,P00797,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000262,DB15646|BE0000262,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6389,0.010372495278716,0.99773407,8.0556,12.84235,0.00014441402,,Fasitibant,small molecule,Prostaglandin G/H synthase 2,PTGS2,P35354,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000240,DB15646|BE0000240,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.6708,0.0057806633412837,0.98770577,8.195,12.86898,,,Fasitibant,small molecule,Plasminogen activator inhibitor 1,SERPINE1,P05121,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000199,DB15646|BE0000199,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.9319,0.004592593293637,0.9915543,8.1828,12.85038,,,Fasitibant,small molecule,DNA ligase 1,LIG1,P18858,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000185,DB15646|BE0000185,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5888,0.0034074075520038,0.98609585,8.0967,12.84565,,,Fasitibant,small molecule,Glutathione synthetase,GSS,P48637,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000160,DB15646|BE0000160,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4736,0.0028177564963698,0.9908415,8.1553,12.86344,,,Fasitibant,small molecule,NADH-cytochrome b5 reductase 3,CYB5R3,P00387,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000154,DB15646|BE0000154,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5222,0.0047407411038875,0.9982658,8.3132,12.85579,,,Fasitibant,small molecule,Potassium channel subfamily K member 1,KCNK1,O00180,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000102,DB15646|BE0000102,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5216,0.0019259261898696,0.96508604,8.2341,12.84265,,,Fasitibant,small molecule,"Alanine--glyoxylate aminotransferase 2, mitochondrial",AGXT2,Q9BYV1,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000035,DB15646|BE0000035,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5401,0.0032592616043984,0.9990545,8.1959,12.83402,,,Fasitibant,small molecule,Cystinosin,CTNS,O60931,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15646,BE0000018,DB15646|BE0000018,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.471,0.0028148368000984,0.99910897,8.0791,12.84456,,,Fasitibant,small molecule,G protein-coupled receptor kinase 3,GRK3,P35626,Humans,"palmoplantar keratoderma, nonepidermolytic, focal 1",0.6763,Cold-Start
DB15637,BE0009359,DB15637|BE0009359,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.4808,0.0374454855918884,0.9828494,8.1396,11.69552,0.18009868,,Fluzoparib,small molecule,Splicing factor 3B subunit 1,SF3B1,O75533,Humans,congenital analbuminemia,0.9986,Cold-Start
DB15637,BE0008995,DB15637|BE0008995,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.5417,0.0405219942331314,0.9887733,8.1127,11.84913,,,Fluzoparib,small molecule,Huntingtin,HTT,P42858,Humans,congenital analbuminemia,0.9986,Cold-Start
DB15489,BE0009412,DB15489|BE0009412,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5101,0.0019259259570389,0.96979004,7.3827,12.59708,,,Mexazolam,small molecule,Tyrosine-protein kinase receptor UFO,AXL,P30530,Humans,autism spectrum disorder,0.8579,Standard
DB15466,BE0001852,DB15466|BE0001852,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5453,0.2728971838951111,0.9964108,6.3345,12.62173,,,Tallimustine,small molecule,Kinesin-like protein KIF11,KIF11,P52732,Humans,diabetic retinopathy,0.9893,Standard
DB15442,BE0009419,DB15442|BE0009419,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.559,0.8144561052322388,0.98800474,7.5908,12.01773,,,Trilaciclib,small molecule,Calcium/calmodulin-dependent protein kinase kinase 2,CAMKK2,Q96RR4,Humans,congenital analbuminemia,0.998,Cold-Start
DB15442,BE0009400,DB15442|BE0009400,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepPurpose,12.572,0.0384992025792598,0.9839993,7.6695,12.09156,,,Trilaciclib,small molecule,Non-receptor tyrosine-protein kinase TNK1,TNK1,Q13470,Humans,congenital analbuminemia,0.998,Cold-Start
DB15401,BE0004741,DB15401|BE0004741,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4722,0.0048888893797993,0.980207,7.4809,12.79274,0.00018465194,,Danicopan,small molecule,Discoidin domain-containing receptor 2,DDR2,Q16832,Humans,congenital analbuminemia,0.998,Cold-Start
DB15399,BE0009486,DB15399|BE0009486,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.4774,0.0492119565606117,0.9905019,6.3896,12.75469,2.8461166e-08,,BMS-754807,small molecule,Maternal embryonic leucine zipper kinase,MELK,Q14680,Humans,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.9304,Cold-Start
DB15399,BE0009414,DB15399|BE0009414,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.5173,0.8152852654457092,0.97534806,5.7757,12.74943,,,BMS-754807,small molecule,BMP-2-inducible protein kinase,BMP2K,Q9NSY1,Humans,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.9304,Cold-Start
DB15399,BE0005587,DB15399|BE0005587,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5399,0.0096301641315221,0.9977209,8.1439,12.78447,,,BMS-754807,small molecule,Ephrin type-A receptor 5,EPHA5,P54756,Humans,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.9304,Cold-Start
DB15399,BE0003404,DB15399|BE0003404,4,0,4,GraphDTA;DTIAM;DeepPurpose;DeepDTAGen,12.7312,0.0420653820037841,0.033836856,7.8956,12.77196,,,BMS-754807,small molecule,Aurora kinase B,AURKB,Q96GD4,Humans,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.9304,Cold-Start
DB15399,BE0002437,DB15399|BE0002437,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.5067,0.0111111113801598,0.9723342,8.0432,12.77404,,,BMS-754807,small molecule,Carbonic anhydrase 9,CA9,Q16790,Humans,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.9304,Cold-Start
DB15399,BE0000842,DB15399|BE0000842,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.4728,0.0084444442763924,0.97149515,7.496,12.74771,,,BMS-754807,small molecule,Tyrosine-protein kinase Lck,LCK,P06239,Humans,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.9304,Cold-Start
DB15399,BE0000668,DB15399|BE0000668,4,0,4,GraphDTA;DrugBAN;DeepPurpose;DeepDTAGen,12.8686,0.0338427163660526,0.9992643,7.4771,12.58403,,,BMS-754807,small molecule,Mineralocorticoid receptor,NR3C2,P08235,Humans,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.9304,Cold-Start
DB15399,BE0000412,DB15399|BE0000412,4,0,4,GraphDTA;DTIAM;DrugBAN;DeepDTAGen,12.4762,0.6848026514053345,0.9944319,7.2054,12.74418,,,BMS-754807,small molecule,Retinoic acid receptor RXR-alpha,RXRA,P19793,Humans,"thrombocytopenia, X-linked, with or without dyserythropoietic anemia",0.9304,Cold-Start
